CRYSTAL PALACE,BURNLEY,13 January 2018,23,24696,1 - 0,W,W,W,D,W,L,L,D,D,L,W. Hennessey,J. Tomkins,M. Kelly,P. van Aanholt,J. Riedewald,T. Fosu-Mensah,J. McArthur,L. Milivojević,B. Sako,C. Benteke,W. Zaha,R. Hodgson,N. Pope,P. Bardsley,B. Mee,J. Tarkowski,C. Taylor,S. Defour,J. Cork,J. Guðmunds­son,J. Hendrick,A. Barnes,S. Vokes,S. Dyche
CHELSEA,LEICESTER CITY,13 January 2018,23,41552,0 - 0,W,L,D,W,W,L,W,L,L,D,T. Courtois,G. Cahill,Azpilicueta,Marcos Alonso,A. Rüdiger,Fàbregas,V. Moses,T. Bakayoko,N. Kanté,E. Hazard,Álvaro Morata,A. Conte,K. Schmeichel,A. Dragović,H. Maguire,B. Chilwell,M. James,M. Albrighton,R. Mahrez,D. Amartey,W. Ndidi,S. Okazaki,J. Vardy,C. Puel
TOTTENHAM HOTSPUR,EVERTON,13 January 2018,23,76251,4 - 0,W,W,L,W,L,L,D,W,W,D,H. Lloris,J. Vertonghen,S. Aurier,B. Davies,D. Sánchez,M. Dembélé,C. Eriksen,D. Alli,E. Dier,Son Heung-Min,H. Kane,M. Pochettino,J. Pickford,P. Jagielka,R. Martina,J. Kenny,M. Holgate,J. McCarthy,G. Sigurðsson,I. Gueye,W. Rooney,C. Tosun,Y. Bolasie,S. Allardyce
AFC BOURNEMOUTH,ARSENAL,14 January 2018,23,10836,2 - 1,W,W,L,L,L,W,L,W,L,L,A. Begović,S. Francis,C. Daniels,A. Smith,S. Cook,N. Aké,D. Gosling,R. Fraser,J. Ibe,L. Cook,C. Wilson,E. Howe,P. Čech,S. Mustafi,C. Chambers,Bellerín,R. Holding,J. Wilshere,G. Xhaka,A. Iwobi,A. Maitland-Niles,D. Welbeck,A. Lacazette,A. Wenger
LIVERPOOL,MANCHESTER CITY,14 January 2018,23,53285,4 - 3,L,W,L,L,D,W,W,D,W,W,L. Karius,D. Lovren,J. Matip,A. Robertson,J. Gomez,G. Wijnaldum,A. Oxlade-Chamberlain,E. Can,Roberto Firmino,Mohamed Salah,S. Mané,J. Klopp,Ederson Moraes,N. Otamendi,K. Walker,J. Stones,Fernandinho,F. Delph,İ. Gündoğan,K. De Bruyne,S. Agüero,R. Sterling,L. Sané,Guardiola
MANCHESTER UNITED,STOKE CITY,16 January 2018,23,74726,3 - 0,L,W,D,L,W,W,L,D,D,D,David de Gea,A. Valencia,C. Smalling,P. Jones,L. Shaw,Mata,N. Matić,P. Pogba,J. Lingard,R. Lukaku,A. Martial,José Mourinho,J. Butland,B. Martins Indi,K. Zouma,M. Bauer,J. Tymon,S. Ireland,D. Fletcher,J. Allen,X. Shaqiri,P. Crouch,E. Choupo-Moting,A. Niedzwiecki
STOKE CITY,NEWCASTLE UNITED,1 January 2018,22,28471,0 - 1,W,L,D,D,D,W,L,L,L,L,J. Butland,E. Pieters,G. Cameron,K. Wimmer,K. Zouma,T. Edwards,C. Adam,J. Allen,X. Shaqiri,P. Crouch,E. Choupo-Moting,M. Hughes,K. Darlow,C. Clark,J. Lascelles,Javi Manquillo,D. Yedlin,J. Shelvey,M. Diamé,M. Ritchie,C. Atsu,Jacob Murphy,Ayoze Pérez,Rafael Benítez
LEICESTER CITY,HUDDERSFIELD TOWN,1 January 2018,22,31748,3 - 0,L,W,L,L,D,L,D,D,L,W,K. Schmeichel,C. Fuchs,W. Morgan,H. Maguire,M. James,M. Albrighton,R. Mahrez,D. Amartey,W. Ndidi,S. Okazaki,I. Slimani,C. Puel,J. Lössl,M. Jørgensen,C. Löwe,C. Schindler,T. Smith,R. van La Parra,D. Williams,A. Mooy,T. Ince,S. Mounié,J. Lolley,D. Wagner
BURNLEY,LIVERPOOL,1 January 2018,22,21756,1 - 2,L,L,D,D,L,L,W,L,L,D,N. Pope,P. Bardsley,B. Mee,J. Tarkowski,C. Taylor,S. Defour,S. Arfield,J. Cork,J. Guðmunds­son,J. Hendrick,A. Barnes,S. Dyche,S. Mignolet,R. Klavan,D. Lovren,J. Gomez,T. Alexander-Arnold,G. Wijnaldum,A. Lallana,A. Oxlade-Chamberlain,E. Can,S. Mané,D. Solanke,J. Klopp
EVERTON,MANCHESTER UNITED,1 January 2018,22,39188,0 - 2,L,D,W,W,D,L,W,D,L,W,J. Pickford,A. Williams,R. Martina,M. Keane,M. Holgate,M. Schneiderlin,T. Davies,W. Rooney,Y. Bolasie,O. Niasse,N. Vlašić,S. Allardyce,David de Gea,M. Rojo,P. Jones,V. Lindelöf,L. Shaw,Mata,N. Matić,Ander Herrera,P. Pogba,J. Lingard,A. Martial,José Mourinho
WEST HAM UNITED,WEST BROMWICH ALBION,3 January 2018,22,56888,2 - 1,W,D,W,L,L,L,W,W,D,W,Adrián,P. Zabaleta,A. Ogbonna,W. Reid,A. Cresswell,A. Masuaku,C. Kouyaté,Pedro Obiang,M. Lanzini,A. Carroll,M. Arnautović,D. Moyes,B. Foster,J. Evans,K. Gibbs,C. Dawson,Ahmed Hegazi,C. Yacob,J. Livermore,J. McClean,G. Krychowiak,J. Rodriguez,S. Rondón,A. Pardew
SWANSEA CITY,TOTTENHAM HOTSPUR,3 January 2018,22,20615,0 - 2,L,L,L,L,L,W,W,L,W,L,Ł. Fabiański,Martin Olsson,Àngel Rangel,F. Fernández,M. van der Hoorn,A. Mawson,N. Dyer,S. Clucas,T. Carroll,Renato Sanches,J. Ayew,Carlos Carvalhal,H. Lloris,J. Vertonghen,K. Trippier,B. Davies,D. Sánchez,E. Lamela,C. Eriksen,D. Alli,E. Dier,Llorente,Son Heung-Min,M. Pochettino
SOUTHAMPTON,CRYSTAL PALACE,3 January 2018,22,28411,1 - 2,L,W,D,W,L,W,W,W,D,W,A. McCarthy,M. Yoshida,R. Bertrand,J. Pied,J. Stephens,D. Tadić,Oriol Romeu,P. Højbjerg,J. Ward-Prowse,S. Boufal,S. Long,M. Pellegrino,W. Hennessey,J. Tomkins,M. Kelly,J. Schlupp,T. Fosu-Mensah,Y. Cabaye,J. McArthur,A. Townsend,L. Milivojević,C. Benteke,W. Zaha,R. Hodgson
MANCHESTER CITY,WATFORD,3 January 2018,22,53556,3 - 1,W,W,D,W,W,L,W,L,D,L,Ederson Moraes,N. Otamendi,K. Walker,J. Stones,David Silva,Fernandinho,F. Delph,K. De Bruyne,S. Agüero,R. Sterling,L. Sané,Guardiola,Gomes,C. Kabasele,D. Janmaat,M. Zeegelaar,M. Wagué,B. Watson,E. Capoue,A. Doucouré,A. Gray,A. Carrillo,Richarlison,Marco Silva
ARSENAL,CHELSEA,4 January 2018,22,59379,2 - 2,W,L,W,L,L,W,L,D,W,W,P. Čech,S. Mustafi,C. Chambers,Bellerín,R. Holding,M. Özil,J. Wilshere,G. Xhaka,A. Maitland-Niles,A. Sánchez,A. Lacazette,A. Wenger,T. Courtois,G. Cahill,Azpilicueta,Marcos Alonso,A. Christensen,Fàbregas,V. Moses,T. Bakayoko,N. Kanté,E. Hazard,Álvaro Morata,A. Conte
TOTTENHAM HOTSPUR,WEST HAM UNITED,5 January 2018,21,50034,1 - 1,W,W,L,W,L,W,D,W,L,L,H. Lloris,J. Vertonghen,S. Aurier,B. Davies,D. Sánchez,M. Sissoko,C. Eriksen,D. Alli,E. Dier,Son Heung-Min,H. Kane,M. Pochettino,Adrián,P. Zabaleta,A. Ogbonna,W. Reid,A. Masuaku,M. Noble,C. Kouyaté,Pedro Obiang,M. Lanzini,D. Rice,Javier Hernández,D. Moyes
WATFORD,SWANSEA CITY,30 December 2017,21,20002,1 - 2,L,W,L,D,L,L,L,L,L,L,Gomes,C. Kabasele,D. Janmaat,M. Zeegelaar,M. Wagué,B. Watson,T. Cleverley,A. Doucouré,S. Okaka,A. Carrillo,Richarlison,Marco Silva,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,S. Clucas,T. Carroll,Roque Mesa,Renato Sanches,J. Ayew,T. Abraham,Carlos Carvalhal
NEWCASTLE UNITED,BRIGHTON & HOVE ALBION,30 December 2017,21,52209,0 - 0,W,L,L,L,L,L,L,W,D,D,K. Darlow,C. Clark,J. Lascelles,P. Dummett,D. Yedlin,M. Ritchie,C. Atsu,I. Hayden,Mikel Merino,Joselu,D. Gayle,Rafael Benítez,M. Ryan,G. Bong,Bruno Saltor,S. Duffy,L. Dunk,D. Stephens,P. Groß,D. Pröpper,A. Knockaert,S. March,G. Murray,C. Hughton
LIVERPOOL,LEICESTER CITY,30 December 2017,21,53226,2 - 1,L,W,L,L,D,L,W,L,L,D,L. Karius,D. Lovren,J. Matip,A. Robertson,J. Gomez,J. Milner,Philippe Coutinho,E. Can,Roberto Firmino,Mohamed Salah,S. Mané,J. Klopp,K. Schmeichel,C. Fuchs,W. Morgan,H. Maguire,Iborra,M. Albrighton,R. Mahrez,D. Amartey,W. Ndidi,D. Gray,J. Vardy,C. Puel
HUDDERSFIELD TOWN,BURNLEY,30 December 2017,21,24095,0 - 0,L,D,D,L,W,L,L,D,D,L,J. Lössl,M. Jørgensen,S. Malone,C. Schindler,F. Hadergjonaj,R. van La Parra,J. Hogg,A. Mooy,T. Ince,L. Depoitre,C. Quaner,D. Wagner,N. Pope,P. Bardsley,K. Long,B. Mee,C. Taylor,S. Defour,S. Arfield,J. Cork,J. Guðmunds­son,J. Hendrick,A. Barnes,S. Dyche
CHELSEA,STOKE CITY,30 December 2017,21,41433,5 - 0,W,L,D,W,W,W,L,D,D,D,T. Courtois,G. Cahill,Azpilicueta,Marcos Alonso,A. Rüdiger,V. Moses,Pedro,D. Drinkwater,N. Kanté,Willian,Álvaro Morata,A. Conte,J. Butland,G. Cameron,K. Wimmer,J. Tymon,T. Edwards,C. Adam,I. Afellay,D. Fletcher,M. Diouf,S. Berahino,Ramadan Sobhi,M. Hughes
AFC BOURNEMOUTH,EVERTON,30 December 2017,21,10497,2 - 1,W,W,L,L,L,L,D,W,W,D,A. Begović,S. Francis,A. Smith,S. Cook,N. Aké,D. Gosling,R. Fraser,J. Ibe,L. Cook,C. Wilson,J. King,E. Howe,J. Pickford,P. Jagielka,R. Martina,M. Keane,J. Kenny,A. Lennon,M. Schneiderlin,J. McCarthy,G. Sigurðsson,I. Gueye,D. Calvert-Lewin,S. Allardyce
MANCHESTER UNITED,SOUTHAMPTON,30 December 2017,21,75051,0 - 0,L,W,D,L,W,L,W,D,W,L,David de Gea,A. Young,P. Jones,V. Lindelöf,L. Shaw,Mata,N. Matić,H. Mkhitaryan,P. Pogba,J. Lingard,R. Lukaku,José Mourinho,A. McCarthy,M. Yoshida,J. Stephens,W. Hoedt,S. McQueen,D. Tadić,Oriol Romeu,P. Højbjerg,J. Ward-Prowse,S. Boufal,S. Long,M. Pellegrino
CRYSTAL PALACE,MANCHESTER CITY,31 December 2017,21,25804,0 - 0,W,W,W,D,W,W,W,D,W,W,W. Hennessey,J. Tomkins,S. Dann,P. van Aanholt,J. Riedewald,T. Fosu-Mensah,Y. Cabaye,A. Townsend,L. Milivojević,C. Benteke,W. Zaha,R. Hodgson,Ederson Moraes,N. Otamendi,E. Mangala,K. Walker,Danilo,Fernandinho,İ. Gündoğan,K. De Bruyne,Bernardo Silva,L. Sané,Gabriel Jesus,Guardiola
WEST BROMWICH ALBION,ARSENAL,31 December 2017,21,26223,1 - 1,L,W,W,D,W,W,L,W,L,L,B. Foster,J. Evans,K. Gibbs,C. Dawson,Ahmed Hegazi,G. Barry,C. Brunt,M. Phillips,J. Livermore,J. Rodriguez,H. Robson-Kanu,A. Pardew,P. Čech,L. Koscielny,S. Mustafi,S. Kolašinac,C. Chambers,Bellerín,J. Wilshere,G. Xhaka,A. Iwobi,A. Sánchez,A. Lacazette,A. Wenger
BRIGHTON & HOVE ALBION,AFC BOURNEMOUTH,1 January 2018,22,30152,2 - 2,L,L,W,D,D,W,W,L,L,L,M. Ryan,M. Suttner,S. Duffy,E. Schelotto,L. Dunk,D. Stephens,P. Groß,D. Pröpper,A. Knockaert,G. Murray,J. Izquierdo,C. Hughton,A. Begović,S. Francis,C. Daniels,A. Smith,S. Cook,H. Arter,M. Pugh,J. Ibe,L. Cook,C. Wilson,B. Afobe,E. Howe
LIVERPOOL,SWANSEA CITY,26 December 2017,20,52850,5 - 0,L,W,L,L,D,L,L,L,L,L,S. Mignolet,R. Klavan,J. Matip,A. Robertson,T. Alexander-Arnold,G. Wijnaldum,Philippe Coutinho,A. Oxlade-Chamberlain,E. Can,Roberto Firmino,Mohamed Salah,J. Klopp,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,W. Routledge,L. Fer,T. Carroll,Roque Mesa,J. Ayew,O. McBurnie
WEST BROMWICH ALBION,EVERTON,26 December 2017,20,25364,0 - 0,L,W,W,D,W,L,D,W,W,D,B. Foster,J. Evans,K. Gibbs,C. Dawson,Ahmed Hegazi,G. Barry,C. Brunt,M. Phillips,J. Livermore,J. Rodriguez,S. Rondón,A. Pardew,J. Pickford,A. Williams,R. Martina,M. Keane,J. Kenny,M. Holgate,M. Schneiderlin,G. Sigurðsson,T. Davies,Y. Bolasie,D. Calvert-Lewin,S. Allardyce
WATFORD,LEICESTER CITY,26 December 2017,20,20308,2 - 1,L,W,L,D,L,L,W,L,L,D,Gomes,C. Kabasele,D. Janmaat,M. Zeegelaar,M. Wagué,B. Watson,T. Cleverley,R. Pereyra,A. Doucouré,A. Carrillo,Richarlison,Marco Silva,K. Schmeichel,A. Dragović,W. Morgan,H. Maguire,B. Chilwell,A. King,M. Albrighton,R. Mahrez,W. Ndidi,S. Okazaki,J. Vardy,C. Puel
MANCHESTER UNITED,BURNLEY,26 December 2017,20,75046,2 - 2,L,W,D,L,W,L,L,D,D,L,David de Gea,A. Young,M. Rojo,P. Jones,L. Shaw,Mata,N. Matić,P. Pogba,Z. Ibrahimović,R. Lukaku,M. Rashford,José Mourinho,N. Pope,P. Bardsley,K. Long,B. Mee,C. Taylor,S. Defour,S. Arfield,J. Cork,J. Guðmunds­son,J. Hendrick,A. Barnes,S. Dyche
HUDDERSFIELD TOWN,STOKE CITY,26 December 2017,20,24047,1 - 1,L,D,D,L,W,W,L,D,D,D,J. Lössl,M. Jørgensen,C. Löwe,C. Schindler,T. Smith,R. van La Parra,J. Hogg,A. Mooy,T. Ince,C. Quaner,S. Mounié,D. Wagner,J. Butland,R. Shawcross,G. Cameron,K. Wimmer,K. Zouma,T. Edwards,D. Fletcher,J. Allen,X. Shaqiri,P. Crouch,E. Choupo-Moting,M. Hughes
CHELSEA,BRIGHTON & HOVE ALBION,26 December 2017,20,41568,2 - 0,W,L,D,W,W,L,L,W,D,D,T. Courtois,G. Cahill,Azpilicueta,Marcos Alonso,A. Rüdiger,Fàbregas,V. Moses,T. Bakayoko,N. Kanté,E. Hazard,Álvaro Morata,A. Conte,M. Ryan,M. Suttner,S. Duffy,E. Schelotto,L. Dunk,D. Stephens,B. Kayal,D. Pröpper,S. March,T. Hemed,J. Izquierdo,C. Hughton
AFC BOURNEMOUTH,WEST HAM UNITED,26 December 2017,20,10596,3 - 3,W,W,L,L,L,W,D,W,L,L,A. Begović,S. Francis,A. Smith,S. Cook,N. Aké,D. Gosling,R. Fraser,J. Ibe,L. Cook,C. Wilson,J. King,E. Howe,Adrián,J. Collins,P. Zabaleta,A. Ogbonna,A. Cresswell,A. Masuaku,C. Kouyaté,Pedro Obiang,M. Lanzini,A. Ayew,M. Arnautović,D. Moyes
LIVERPOOL,SWANSEA CITY,26 December 2017,20,52850,5 - 0,L,W,L,L,D,L,L,L,L,L,S. Mignolet,R. Klavan,J. Matip,A. Robertson,T. Alexander-Arnold,G. Wijnaldum,Philippe Coutinho,A. Oxlade-Chamberlain,E. Can,Roberto Firmino,Mohamed Salah,J. Klopp,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,W. Routledge,L. Fer,T. Carroll,Roque Mesa,J. Ayew,O. McBurnie, 
NEWCASTLE UNITED,MANCHESTER CITY,28 December 2017,20,52311,0 - 1,W,L,L,L,L,W,W,D,W,W,R. Elliot,J. Lascelles,C. Mbemba,P. Dummett,Javi Manquillo,D. Yedlin,J. Shelvey,M. Diamé,Jacob Murphy,R. Aarons,Joselu,Rafael Benítez,Ederson Moraes,V. Kompany,N. Otamendi,K. Walker,Danilo,Fernandinho,İ. Gündoğan,K. De Bruyne,Bernardo Silva,S. Agüero,R. Sterling,Guardiola
CRYSTAL PALACE,ARSENAL,29 December 2017,20,25762,2 - 3,W,W,W,D,W,W,L,W,L,L,J. Speroni,J. Tomkins,S. Dann,M. Kelly,J. Schlupp,Y. Cabaye,A. Townsend,L. Milivojević,R. Loftus-Cheek,C. Benteke,W. Zaha,R. Hodgson,P. Čech,L. Koscielny,S. Mustafi,S. Kolašinac,C. Chambers,Bellerín,M. Özil,J. Wilshere,G. Xhaka,A. Sánchez,A. Lacazette,A. Wenger
ARSENAL,LIVERPOOL,23 December 2017,19,59409,3 - 3,W,L,W,L,L,L,W,L,L,D,P. Čech,Nacho Monreal,L. Koscielny,Bellerín,M. Özil,J. Wilshere,G. Xhaka,A. Iwobi,A. Maitland-Niles,A. Sánchez,A. Lacazette,A. Wenger,S. Mignolet,R. Klavan,D. Lovren,A. Robertson,J. Gomez,J. Henderson,Philippe Coutinho,E. Can,Roberto Firmino,Mohamed Salah,S. Mané,J. Klopp
EVERTON,CHELSEA,23 December 2017,19,39191,0 - 0,L,D,W,W,D,W,L,D,W,W,J. Pickford,P. Jagielka,R. Martina,M. Keane,J. Kenny,A. Lennon,M. Schneiderlin,G. Sigurðsson,I. Gueye,T. Davies,D. Calvert-Lewin,S. Allardyce,T. Courtois,Azpilicueta,Marcos Alonso,A. Rüdiger,A. Christensen,V. Moses,Pedro,T. Bakayoko,N. Kanté,Willian,E. Hazard,A. Conte
WEST HAM UNITED,NEWCASTLE UNITED,23 December 2017,19,56955,2 - 3,W,D,W,L,L,W,L,L,L,L,Adrián,P. Zabaleta,A. Ogbonna,W. Reid,A. Cresswell,A. Masuaku,C. Kouyaté,M. Antonio,Pedro Obiang,A. Ayew,M. Arnautović,D. Moyes,R. Elliot,C. Clark,J. Lascelles,Javi Manquillo,D. Yedlin,H. Saivet,M. Diamé,M. Ritchie,C. Atsu,Joselu,D. Gayle,Rafael Benítez
SWANSEA CITY,CRYSTAL PALACE,23 December 2017,19,20354,1 - 1,L,L,L,L,L,W,W,W,D,W,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,N. Dyer,S. Clucas,T. Carroll,Roque Mesa,L. Narsingh,T. Abraham, ,J. Speroni,J. Tomkins,S. Dann,M. Kelly,J. Schlupp,Y. Cabaye,J. McArthur,A. Townsend,L. Milivojević,R. Loftus-Cheek,W. Zaha,R. Hodgson
STOKE CITY,WEST BROMWICH ALBION,23 December 2017,19,29057,3 - 1,W,L,D,D,D,L,W,W,D,W,J. Butland,R. Shawcross,G. Cameron,K. Wimmer,K. Zouma,T. Edwards,D. Fletcher,J. Allen,X. Shaqiri,P. Crouch,E. Choupo-Moting,M. Hughes,B. Foster,J. Evans,K. Gibbs,A. Nyom,Ahmed Hegazi,G. Barry,C. Brunt,J. Livermore,J. McClean,H. Robson-Kanu,S. Rondón,A. Pardew
SOUTHAMPTON,HUDDERSFIELD TOWN,23 December 2017,19,29675,1 - 1,L,W,D,W,L,L,D,D,L,W,F. Forster,M. Yoshida,J. Stephens,W. Hoedt,M. Targett,S. Davis,D. Tadić,N. Redmond,M. Lemina,J. Ward-Prowse,C. Austin,M. Pellegrino,J. Lössl,M. Jørgensen,S. Malone,C. Schindler,F. Hadergjonaj,R. van La Parra,D. Williams,A. Mooy,T. Ince,L. Depoitre,C. Quaner,D. Wagner
MANCHESTER CITY,AFC BOURNEMOUTH,23 December 2017,19,54270,4 - 0,W,W,D,W,W,W,W,L,L,L,Ederson Moraes,V. Kompany,N. Otamendi,K. Walker,David Silva,Fernandinho,F. Delph,K. De Bruyne,S. Agüero,R. Sterling,L. Sané,Guardiola,A. Begović,A. Smith,S. Cook,N. Aké,J. Simpson,A. Surman,D. Gosling,J. Stanislas,R. Fraser,J. Ibe,C. Wilson,E. Howe
BRIGHTON & HOVE ALBION,WATFORD,23 December 2017,19,30473,1 - 0,L,L,W,D,D,L,W,L,D,L,M. Ryan,Bruno Saltor,M. Suttner,L. Dunk,C. Goldson,D. Stephens,P. Groß,D. Pröpper,A. Knockaert,S. March,T. Hemed,C. Hughton,Gomes,S. Prödl,J. Holebas,C. Kabasele,D. Janmaat,B. Watson,T. Cleverley,R. Pereyra,A. Gray,A. Carrillo,Richarlison,Marco Silva
BURNLEY,TOTTENHAM HOTSPUR,23 December 2017,19,21650,0 - 3,L,L,D,D,L,W,W,L,W,L,N. Pope,P. Bardsley,K. Long,B. Mee,C. Taylor,S. Defour,S. Arfield,J. Cork,J. Guðmunds­son,J. Hendrick,C. Wood,S. Dyche,H. Lloris,J. Vertonghen,S. Aurier,B. Davies,D. Sánchez,M. Sissoko,C. Eriksen,D. Alli,E. Dier,Son Heung-Min,H. Kane,M. Pochettino
LEICESTER CITY,MANCHESTER UNITED,24 December 2017,19,32202,2 - 2,L,W,L,L,D,L,W,D,L,W,K. Schmeichel,C. Fuchs,D. Simpson,W. Morgan,H. Maguire,Iborra,M. Albrighton,R. Mahrez,W. Ndidi,D. Gray,J. Vardy,C. Puel,David de Gea,A. Young,C. Smalling,P. Jones,V. Lindelöf,Mata,N. Matić,P. Pogba,J. Lingard,R. Lukaku,A. Martial,José Mourinho
LEICESTER CITY,CRYSTAL PALACE,16 December 2017,18,31081,0 - 3,L,W,L,L,D,W,W,W,D,W,K. Schmeichel,D. Simpson,W. Morgan,H. Maguire,B. Chilwell,Iborra,M. Albrighton,R. Mahrez,W. Ndidi,D. Gray,J. Vardy,C. Puel,J. Speroni,J. Tomkins,S. Dann,M. Kelly,J. Schlupp,Y. Cabaye,J. McArthur,A. Townsend,R. Loftus-Cheek,C. Benteke,W. Zaha,R. Hodgson
WATFORD,HUDDERSFIELD TOWN,16 December 2017,18,20026,1 - 4,L,W,L,D,L,L,D,D,L,W,Gomes,A. Mariappa,S. Prödl,J. Holebas,C. Kabasele,D. Janmaat,E. Capoue,A. Doucouré,T. Deeney,A. Carrillo,Richarlison,Marco Silva,J. Lössl,M. Jørgensen,C. Löwe,C. Schindler,F. Hadergjonaj,R. van La Parra,J. Hogg,A. Mooy,L. Depoitre,E. Kachunga,C. Quaner,D. Wagner
CHELSEA,SOUTHAMPTON,16 December 2017,18,41562,1 - 0,W,L,D,W,W,L,W,D,W,L,T. Courtois,G. Cahill,Azpilicueta,Marcos Alonso,A. Christensen,V. Moses,Pedro,T. Bakayoko,N. Kanté,Willian,E. Hazard,A. Conte,F. Forster,M. Yoshida,R. Bertrand,Cédric Soares,J. Stephens,W. Hoedt,Oriol Romeu,N. Redmond,P. Højbjerg,J. Ward-Prowse,M. Gabbiadini,M. Pellegrino
BRIGHTON & HOVE ALBION,BURNLEY,16 December 2017,18,29921,0 - 0,L,L,W,D,D,L,L,D,D,L,M. Ryan,G. Bong,Bruno Saltor,S. Duffy,L. Dunk,D. Stephens,P. Groß,D. Pröpper,A. Knockaert,S. March,G. Murray,C. Hughton,N. Pope,P. Bardsley,B. Mee,J. Tarkowski,C. Taylor,S. Defour,S. Arfield,J. Cork,J. Guðmunds­son,J. Hendrick,C. Wood,S. Dyche
ARSENAL,NEWCASTLE UNITED,16 December 2017,18,59379,1 - 0,W,L,W,L,L,W,L,L,L,L,P. Čech,Nacho Monreal,L. Koscielny,Bellerín,M. Özil,J. Wilshere,G. Xhaka,A. Iwobi,A. Maitland-Niles,A. Sánchez,A. Lacazette,A. Wenger,R. Elliot,F. Lejeune,J. Lascelles,Javi Manquillo,D. Yedlin,C. Atsu,I. Hayden,Jacob Murphy,Mikel Merino,Joselu,Ayoze Pérez,Rafael Benítez
STOKE CITY,WEST HAM UNITED,16 December 2017,18,29265,0 - 3,W,L,D,D,D,W,D,W,L,L,J. Butland,E. Pieters,R. Shawcross,G. Cameron,K. Wimmer,D. Fletcher,J. Allen,X. Shaqiri,P. Crouch,M. Diouf,Ramadan Sobhi,M. Hughes,Adrián,J. Collins,P. Zabaleta,A. Ogbonna,A. Cresswell,A. Masuaku,M. Noble,M. Antonio,Pedro Obiang,M. Lanzini,M. Arnautović,D. Moyes
MANCHESTER CITY,TOTTENHAM HOTSPUR,16 December 2017,18,54214,4 - 1,W,W,D,W,W,W,W,L,W,L,Ederson Moraes,N. Otamendi,E. Mangala,K. Walker,Fernandinho,F. Delph,İ. Gündoğan,K. De Bruyne,S. Agüero,R. Sterling,L. Sané,Guardiola,H. Lloris,J. Vertonghen,D. Rose,K. Trippier,M. Dembélé,C. Eriksen,D. Alli,E. Dier,H. Winks,Son Heung-Min,H. Kane,M. Pochettino
WEST BROMWICH ALBION,MANCHESTER UNITED,17 December 2017,18,24782,1 - 2,L,W,W,D,W,L,W,D,L,W,B. Foster,J. Evans,K. Gibbs,A. Nyom,Ahmed Hegazi,C. Yacob,J. Livermore,J. McClean,G. Krychowiak,O. Burke,S. Rondón,A. Pardew,David de Gea,A. Valencia,A. Young,C. Smalling,P. Jones,Mata,N. Matić,Ander Herrera,J. Lingard,R. Lukaku,M. Rashford,José Mourinho
AFC BOURNEMOUTH,LIVERPOOL,17 December 2017,18,10780,0 - 4,W,W,L,L,L,L,W,L,L,D,A. Begović,S. Francis,C. Daniels,A. Smith,N. Aké,A. Surman,M. Pugh,J. Ibe,L. Cook,J. Defoe,J. King,E. Howe,S. Mignolet,R. Klavan,D. Lovren,A. Robertson,J. Gomez,G. Wijnaldum,J. Henderson,Philippe Coutinho,A. Oxlade-Chamberlain,Roberto Firmino,Mohamed Salah,J. Klopp
EVERTON,SWANSEA CITY,19 December 2017,18,37580,3 - 1,L,D,W,W,D,L,L,L,L,L,J. Pickford,A. Williams,R. Martina,J. Kenny,M. Holgate,A. Lennon,M. Schneiderlin,G. Sigurðsson,I. Gueye,W. Rooney,D. Calvert-Lewin,S. Allardyce,Ł. Fabiański,Martin Olsson,K. Naughton,F. Fernández,A. Mawson,N. Dyer,L. Fer,T. Carroll,Roque Mesa,W. Bony,L. Narsingh,P. Clement
BURNLEY,STOKE CITY,13 December 2017,17,19909,1 - 0,L,L,D,D,L,W,L,D,D,D,N. Pope,P. Bardsley,S. Ward,K. Long,J. Tarkowski,S. Defour,S. Arfield,J. Cork,J. Guðmunds­son,J. Hendrick,C. Wood,S. Dyche,J. Butland,E. Pieters,R. Shawcross,G. Cameron,K. Zouma,D. Fletcher,J. Allen,X. Shaqiri,P. Crouch,M. Diouf,Ramadan Sobhi,M. Hughes
CRYSTAL PALACE,WATFORD,13 December 2017,17,23566,2 - 1,W,W,W,D,W,L,W,L,D,L,J. Speroni,J. Tomkins,S. Dann,J. Schlupp,T. Fosu-Mensah,Y. Cabaye,A. Townsend,L. Milivojević,R. Loftus-Cheek,C. Benteke,W. Zaha,R. Hodgson,Gomes,A. Mariappa,S. Prödl,J. Holebas,C. Kabasele,D. Janmaat,T. Cleverley,A. Doucouré,T. Deeney,A. Carrillo,Richarlison,Marco Silva
HUDDERSFIELD TOWN,CHELSEA,13 December 2017,17,24169,1 - 3,L,D,D,L,W,W,L,D,W,W,J. Lössl,M. Jørgensen,C. Löwe,C. Schindler,T. Smith,D. Williams,J. Hogg,A. Mooy,T. Ince,E. Kachunga,S. Mounié,D. Wagner,T. Courtois,Azpilicueta,Marcos Alonso,A. Rüdiger,A. Christensen,V. Moses,Pedro,T. Bakayoko,N. Kanté,Willian,E. Hazard,A. Conte
